"cstm_cd","eigyosyo_cd","sales_date"
"02000088","00000001","2025-03-20"
"02000088","00000001","2025-03-20"
"02000088","00000001","2025-03-20"
"02000088","00000001","2025-03-20"
"02000088","00000001","2025-03-21"
"02000088","00000001","2025-03-21"
"02000088","00000001","2025-03-21"
"02000088","00000001","2025-03-21"
"02000088","00000001","2025-03-21"
"02000088","00000001","2025-03-21"
"02000088","00000001","2025-03-22"
"02000088","00000001","2025-03-22"
"02000088","00000001","2025-03-22"
"02000088","00000001","2025-03-22"
"02000088","00000001","2025-03-22"
"02000088","00000001","2025-03-22"
"02000088","00000001","2025-03-23"
"02000088","00000001","2025-03-23"
"02000088","00000001","2025-03-23"
"02000088","00000001","2025-03-23"
"02000088","00000001","2025-03-24"
"02000088","00000001","2025-03-24"
"02000088","00000001","2025-03-24"
"02000088","00000001","2025-03-24"
"02000088","00000001","2025-03-24"
"02000088","00000001","2025-03-24"
"02000088","00000001","2025-03-24"
"02000088","00000001","2025-03-24"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-25"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-26"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-27"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-28"
"02000088","00000001","2025-03-29"
"02000088","00000001","2025-03-29"
"02000088","00000001","2025-03-29"
"02000088","00000001","2025-03-29"
"02000088","00000001","2025-03-29"
"02000088","00000001","2025-03-29"
"02000088","00000001","2025-03-29"
"02000088","00000001","2025-03-29"
"02000088","00000001","2025-03-29"
"02000088","00000001","2025-03-29"
"02000088","00000001","2025-03-29"
"02000088","00000001","2025-03-30"
"02000088","00000001","2025-03-30"
"02000088","00000001","2025-03-30"
"02000088","00000001","2025-03-30"
"02000088","00000001","2025-03-31"
"02000088","00000001","2025-03-31"
"02000088","00000001","2025-03-31"
"02000088","00000001","2025-03-31"
"02000088","00000001","2025-03-31"
"02000088","00000001","2025-03-31"
"02000088","00000001","2025-03-31"
"02000088","00000001","2025-03-31"
"02000088","00000001","2025-03-31"
