"cstm_cd","eigyosyo_cd","sales_date"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-24"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-25"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
"02000026","00000002","2023-09-26"
